respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,¿Con qué frecuencia ha experimentado las siguientes emociones durante su proceso de aprendizaje?,,,,,,,,,,Recuerde la situación más emotiva que haya vivido este semestre.   Seleccione la emoción más relacionada  con esa situación y describa la situación.,,Recuerde la situación más difícil que haya vivido durante toda su carrera. Seleccione la emoción más relacionada con esa situación y describa la situación.,,Imagine una situación que quisiera vivir en su último semestre. Seleccione la emoción más relacionada con esa situación y describa la situación.,,"Han estado trabajando en un problema durante días sin lograr resolverlo. La fecha de entrega de la solución es mañana a primera hora. El grupo decide solicitar al profesor unos días más de plazo, pero él no lo concede.¿Qué emoción sentiría en ese momento?",,Están en la recta final para entregar el proyecto del semestre. Su proyecto genera un error y ustedes no han encontrado la causa. Unas horas antes de la entrega un compañero mira su proyecto y les indica el problema. Ustedes alcanzan a resolverlo.¿Qué emoción sentiría en ese momento?,,Su profesor les comunica que ha encontrado evidencia de copia en algunos de los trabajos del grupo y les pide a todos que se acerquen a su oficina para aclarar la situación. ¿Qué emoción sentiría en ese momento?,,¿Cuál es su género?,,¿Cuál de estos cursos está cursando actualmente?,,,,,,
10353034421,220262807,11/14/2018 12:21:04 PM,11/14/2018 07:28:31 PM,,,,,,Casi siempre,Casi nunca,Casi siempre,Siempre,Casi nunca,Siempre,Nunca,Casi siempre,Algunas veces,Siempre,Frustración,"No lograr lo que me propongo, estudiar y no obtener los resultados esperados ",Frustración,"No lograr seguir le el ritmo a mis compañeros de semestre, todo por estudiar algo por obligación y no por gusto ",Alivio,"lograr culminar mi semestre de buena manera, sin  perdidas.  logrando así el cumplimiento de mis obligaciones ",Frustración,"trataría de hacerlo declinar la decisión solo una  vez,dándole a conocer el problema que se tuvo",Alivio,le daria las gracias por tomarse el tiempo de ayudarme y sacar adelante el proyecto y consecuentemente la materia ,Confusión,Reprocharía a mis compañeros de grupo y los aprendería verbalmente ,Másculino,,,,,,PDSW,,
10353022399,220262807,11/14/2018 12:15:46 PM,11/15/2018 09:32:28 PM,,,,,,Casi nunca,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Satisfacción,,Temor,,Satisfacción,,Frustración,Que hemos demostrado que nos importa que lo hemos intentado lo mejor que pudimos ,Alivio,"Le expresaria mis sentimientos de gratitud, le daría las gracias",Temor,Le expresaria mi preocupación por la sanción que resiviriamos,Femenino,,PIMB,,,,,,
10353014783,220262807,11/14/2018 12:14:28 PM,11/14/2018 12:22:01 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Casi siempre,Ansiedad,Sentir que no logro avanzar al mismo ritmo de la clase y seguir avanzando a pesar de sentir que no comprendo todo,Temor,perder un semestre y tener que confrontar a mis padres al respecto,Satisfacción,saber que logre superar los obstaculos y que llege al final de una etapa de mi vida,Ansiedad,Que si no nos va dar una oportunidad para aplazar el trabajo que nos ayude a entender que hicimos mal o que nos valide lo que llevábamos pues estuvimos trabajando durante dias,Alivio,Pues me se me quita el peso de ensima de tener un trabajo en el cual se a trabajado durante mucho tiempo ,Confusión,Pues no realizo copia en los trabajos asi los haga mal prefiero no copiarme,Másculino,,PIMB,,,,,,
10352998296,220262807,11/14/2018 12:08:57 PM,11/14/2018 12:27:13 PM,,,,,,Casi siempre,Algunas veces,Casi siempre,Casi siempre,Casi siempre,Muchas veces,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Ansiedad,Por el tema de que ahorita se está acabando el semestre y siempre queda la duda de saber cómo va a terminar el semestre ,Frustración,"Porque por más estudiar no siempre me va tan bien y hay muchos profesores que se centran solo en hacer parciales súper complicados con el fin de corchar al estudiante, pero no lo digo por todos. Porqur hay mu hos profesores que hacen todo lo contrario. Pero es algo que debería evalyar la universidad porqur por eso son tantos los estudiantes que optan por la realización dr la copia por el simplr hecho de pasar la materia",Alivio,"Tener la satisfacción de que la universidad más que sólo enseñar se centra también en crear personas en demostrar que la vida va mucho más allá y que también es importante un buen desarrollo emo ional, con actividades lúdicas, de integración etc...",Frustración,Porque realmente llevas bastante tiempo trabajandole al proyecto pero no falta siempre que por algún detalle el proyecto no funciona y necesitas unos días más y a veces ni si quiera son unos días tal vez es sólo un día pero como la frcha ya está establecida uno sr frusta al saber que no se permite más tiempo,Alivio,Que muchas gracias por tomarse el tiempo de revisar el codigo y decir qué es lo que realmente falla. Porque se dió cuenta de algo que hasta ese momento no había visto y eso realmente es trabajo en equipo,Confusión,"Que qué pasó, porque realmente no sabría por qué mr llaman si realmente no he realizado algún acto de esos",Femenino,,PIMB,,,,,,
10352995472,220262807,11/14/2018 12:08:15 PM,11/14/2018 02:47:32 PM,,,,,,Muchas veces,Muchas veces,Casi nunca,Muchas veces,Muchas veces,Casi siempre,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Frustración,,Alivio,,Alivio,,Decepción,,Alivio,,Confusión,,Másculino,,,,,,,,COSW
10352993094,220262807,11/14/2018 12:07:31 PM,11/21/2018 08:44:57 PM,,,,,,Algunas veces,Algunas veces,Casi nunca,Casi nunca,Casi siempre,Casi nunca,Casi siempre,Algunas veces,Casi siempre,Nunca,Alivio,"Conocer la nota de segundo corte de estadística, debido a que se creía que era perdida.",Decepción,"La cancelación de la materia TPRO debido a que por más que se estudio, en los parciales no se demostraba.",Satisfacción,Cumplir con todos los requisitos para recibir el diploma de Ingeniero de Sistemas.,Frustración,"El equipo ha trabajado arduamente en la solución del problema pero no ha logrado ningún avance, con un poco más de tiempo esto cambia.",Alivio,"Gracias a el, se pudo arreglar el error y la nota no se vio afectada.",Frustración,"Uno sabe como trabaja, uno no hace copia y termina en este tipo de problemas.",Másculino,,,,,POOB,,,
10352978226,220262807,11/14/2018 12:02:13 PM,11/14/2018 12:08:50 PM,,,,,,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Casi siempre,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Casi siempre,Frustración,,Temor,,Satisfacción,,Ansiedad,,Disfrute,,Curiosidad,,Másculino,,PIMB,,,,,,
10352976094,220262807,11/14/2018 12:01:57 PM,11/14/2018 12:16:04 PM,,,,,,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Casi siempre,Algunas veces,Muchas veces,Algunas veces,Casi siempre,Temor,,Frustración,"Durante mi primer semestre no tenia la mas mínima fundamentación en ningún área, pero si me esforcé por estudiar, y al verme muy superado por cada problema de precalculo me frustraba mucho, incluso estuve al borde de un colapso por el estrés ",Alivio,El momento en el que termine la carrera y pueda por fin relajarme,Decepción,,Alivio,,Confusión,,Másculino,,,,MBDA,,,,
10352975389,220262807,11/14/2018 12:01:47 PM,11/14/2018 12:10:05 PM,,,,,,Casi nunca,Muchas veces,Algunas veces,Casi nunca,Casi siempre,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Nunca,Frustración,"En un laboratorio de la clase de Bases de Datos, en el tema de disparadores no lograba que los disparadores me funcionaran lo que me hizo frustrarme",Decepción,Cuando me tocó cancelar Matematicas Discretas por tener los cortes muy muy bajos,Alivio,"Saber que ya me voy a graduar ya en un semestre debe ser un alivio, saber que uno lo logró",Confusión,"No entiendo porque no da un tiempo extra, sabiendo que no se le esta pidiendo mucho solo unos días, aunque sea que lo califique sobre una nota menor",Alivio,"Saber que ya pudimos solucionar el problema de un proyecto horas antes de la entrega del proyecto, le agradecería muy grandemente",Temor,"No sabría la verdad que haría pero estaría asustado porque no sé que nos pueda hacer el profesor si mandarnos a Coordinación Académica o ayudarnos, estaría asustado por mi cupo en la escuela",Másculino,,,,,POOB,,,
10352973163,220262807,11/14/2018 12:01:09 PM,11/21/2018 09:55:30 AM,,,,,,Algunas veces,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Algunas veces,Disfrute,,Frustración,Al momento de estudiar mucho y no lograr resultados ,Disfrute,"Hacer las prácticas , con emoción sabiendo que es lo que me gusta",Temor,,Satisfacción,,Curiosidad,,Másculino,,PIMB,,,,,,
10352972461,220262807,11/14/2018 12:00:50 PM,11/14/2018 12:08:52 PM,,,,,,Algunas veces,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Algunas veces,Satisfacción,La nota del parcial de segundo tercio de ARSW al haber estudiado mucho tiempo durante la semana de receso,Confusión,No estaba seguro que Ingenieria de Sistemas era la carrera que queria estudiar,Satisfacción,Sarisfaccion de terminar la carrera con todas las materias con muy buenas notas ademas de la felicidad de mi familia por haber terminado este paso,Frustración,Que nos diera mas tiempo para resolver el problema ya que en realidad si le hemos trabajado y de una u otra forma hemos aprendido de los errores que se han cometido tratando de resolver el problema,Alivio,Pues que muchas gracias por haberlo encontrado y pues que nos explicara muy bien para que quede como experiencia,Temor,Que la embarre y que eso no se deberia hacer y que si lo hice fue por afan de entregar o por entregar algo y no quedar mal,Másculino,,,,,,,ARSW,
10352970563,220262807,11/14/2018 12:00:12 PM,11/14/2018 12:13:00 PM,,,,,,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Siempre,Casi nunca,Algunas veces,Algunas veces,Algunas veces,Casi nunca,Frustración,"La mayoria de días al saber que el único tiempo ""libre"" que tengo es el tiempo que estoy en el bus camino a la universidad o mi casa",Temor,Entrar a varios parciales de materias en las cuales el apoyo o explocación de los profesores es ineficiente y todo lo que sé es de mi tiempo estudiante fuera de clase,Disfrute,Ser recordado por gran parte de mis profesores y compañeros de una buena forma,Frustración,¿Quiere una solución erronea y afanada o una solución adecuada y dedicada?,Alivio,"Muchisimas gracias, entrego el proyecto y le gasto algo en el K todo bien",Temor,"(la situación no es clara, ej. ¿Yo me copié de alguien o alguien se copió de mi?)",Másculino,,PIMB,,,,,,
10352969667,220262807,11/14/2018 11:59:53 AM,11/14/2018 12:05:02 PM,,,,,,Casi nunca,Casi siempre,Muchas veces,Algunas veces,Siempre,Algunas veces,Muchas veces,Casi siempre,Siempre,Algunas veces,Curiosidad,,Frustración,,Satisfacción,,Frustración,,Alivio,,Confusión,,Másculino,,,,,POOB,,,
10352968391,220262807,11/14/2018 11:59:32 AM,11/14/2018 12:02:56 PM,,,,,,Algunas veces,Muchas veces,Algunas veces,Casi nunca,Siempre,Algunas veces,Casi siempre,Algunas veces,Muchas veces,Algunas veces,Satisfacción,,Curiosidad,,Satisfacción,,Ansiedad,,Alivio,,Confusión,,Másculino,,,,,POOB,,,
